# Samples, Amplitude
5.071000000000000000e+03,3.929023742675781250e+01
5.072000000000000000e+03,1.203038711547851562e+02
5.073000000000000000e+03,7.731752014160156250e+01
5.074000000000000000e+03,7.433115386962890625e+01
5.075000000000000000e+03,7.134479522705078125e+01
5.076000000000000000e+03,1.835843276977539062e+01
5.077000000000000000e+03,1.637207412719726562e+01
5.078000000000000000e+03,2.038571166992187500e+01
5.079000000000000000e+03,6.399353027343750000e+00
5.080000000000000000e+03,1.741299057006835938e+01
5.081000000000000000e+03,5.342662811279296875e+01
5.082000000000000000e+03,4.644026947021484375e+01
5.083000000000000000e+03,2.453907012939453125e+00
5.084000000000000000e+03,2.146754837036132812e+01
5.085000000000000000e+03,5.348118591308593750e+01
5.086000000000000000e+03,7.494823455810546875e+00
5.087000000000000000e+03,2.850846481323242188e+01
5.088000000000000000e+03,1.015221023559570312e+02
5.089000000000000000e+03,3.553574371337890625e+01
5.090000000000000000e+03,3.854937744140625000e+01
5.091000000000000000e+03,9.656302642822265625e+01
5.092000000000000000e+03,2.857666015625000000e+01
5.093000000000000000e+03,4.159030151367187500e+01
5.094000000000000000e+03,5.660393524169921875e+01
5.095000000000000000e+03,8.382423400878906250e+00
5.096000000000000000e+03,2.631214141845703125e+00
5.097000000000000000e+03,2.064485549926757812e+01
5.098000000000000000e+03,3.415069580078125000e-01
5.099000000000000000e+03,2.767213439941406250e+01
5.100000000000000000e+03,3.668576812744140625e+01
5.101000000000000000e+03,8.300588607788085938e+00
5.102000000000000000e+03,1.428694915771484375e+01
5.103000000000000000e+03,8.726688385009765625e+00
5.104000000000000000e+03,3.674032592773437500e+01
5.105000000000000000e+03,3.753967285156250000e+00
5.106000000000000000e+03,2.323932647705078125e-01
5.107000000000000000e+03,4.378124237060546875e+01
5.108000000000000000e+03,4.079488372802734375e+01
5.109000000000000000e+03,6.380852508544921875e+01
5.110000000000000000e+03,2.782216262817382812e+01
5.111000000000000000e+03,3.183580017089843750e+01
5.112000000000000000e+03,5.084944152832031250e+01
5.113000000000000000e+03,1.369209289550781250e-01
5.114000000000000000e+03,4.787671661376953125e+01
5.115000000000000000e+03,2.589035797119140625e+01
5.116000000000000000e+03,1.903995513916015625e+00
5.117000000000000000e+03,1.891763687133789062e+01
5.118000000000000000e+03,1.606872558593750000e+01
5.119000000000000000e+03,3.944915771484375000e+00
5.120000000000000000e+03,2.804144668579101562e+01
5.121000000000000000e+03,5.802780914306640625e+01
5.122000000000000000e+03,2.401416778564453125e+01
5.123000000000000000e+03,4.000530242919921875e+00
5.124000000000000000e+03,2.001311111450195312e+01
5.125000000000000000e+03,1.602674865722656250e+01
5.126000000000000000e+03,1.704038619995117188e+01
5.127000000000000000e+03,3.305402374267578125e+01
5.128000000000000000e+03,3.067665100097656250e+00
5.129000000000000000e+03,8.081306457519531250e+00
5.130000000000000000e+03,2.909494400024414062e+01
5.131000000000000000e+03,7.108581542968750000e+00
5.132000000000000000e+03,1.312222290039062500e+01
5.133000000000000000e+03,4.413586425781250000e+01
5.134000000000000000e+03,3.214949798583984375e+01
5.135000000000000000e+03,5.836860656738281250e+00
5.136000000000000000e+03,4.823221206665039062e+00
5.137000000000000000e+03,2.080958175659179688e+01
5.138000000000000000e+03,4.079594421386718750e+01
5.139000000000000000e+03,1.978230285644531250e+01
5.140000000000000000e+03,2.676866531372070312e+01
5.141000000000000000e+03,3.175502586364746094e+01
5.142000000000000000e+03,8.741386413574218750e+00
5.143000000000000000e+03,1.127225112915039062e+01
5.144000000000000000e+03,1.071410942077636719e+01
5.145000000000000000e+03,1.070046997070312500e+01
5.146000000000000000e+03,1.131317138671875000e+01
5.147000000000000000e+03,3.067319107055664062e+01
5.148000000000000000e+03,9.659551620483398438e+00
5.149000000000000000e+03,1.335408782958984375e+01
5.150000000000000000e+03,5.367725372314453125e+00
5.151000000000000000e+03,4.238136291503906250e+01
5.152000000000000000e+03,3.395004272460937500e+00
5.153000000000000000e+03,7.591356277465820312e+00
5.154000000000000000e+03,1.842228317260742188e+01
5.155000000000000000e+03,1.256407928466796875e+01
5.156000000000000000e+03,1.855043983459472656e+01
5.157000000000000000e+03,3.553680038452148438e+01
5.158000000000000000e+03,3.952316284179687500e+01
5.159000000000000000e+03,2.250952148437500000e+01
5.160000000000000000e+03,3.949588394165039062e+01
5.161000000000000000e+03,2.848224449157714844e+01
5.162000000000000000e+03,5.468605041503906250e+00
5.163000000000000000e+03,3.445496749877929688e+01
5.164000000000000000e+03,4.544132614135742188e+01
5.165000000000000000e+03,2.572311401367187500e+00
5.166000000000000000e+03,2.241404914855957031e+01
5.167000000000000000e+03,4.140040969848632812e+01
5.168000000000000000e+03,3.261322784423828125e+01
5.169000000000000000e+03,1.162686920166015625e+01
5.170000000000000000e+03,2.135949325561523438e+01
5.171000000000000000e+03,3.365414428710937500e+01
5.172000000000000000e+03,2.666778564453125000e+01
5.173000000000000000e+03,3.131857490539550781e+01
5.174000000000000000e+03,1.430493545532226562e+01
5.175000000000000000e+03,1.970870208740234375e+01
5.176000000000000000e+03,2.527765846252441406e+01
5.177000000000000000e+03,2.626401901245117188e+01
5.178000000000000000e+03,1.250379562377929688e+00
5.179000000000000000e+03,4.023674011230468750e+01
5.180000000000000000e+03,3.522310256958007812e+01
5.181000000000000000e+03,3.420946121215820312e+01
5.182000000000000000e+03,7.319582366943359375e+01
5.183000000000000000e+03,5.818218231201171875e+01
5.184000000000000000e+03,2.416854476928710938e+01
5.185000000000000000e+03,2.845092773437500000e+00
5.186000000000000000e+03,2.985873413085937500e+01
5.187000000000000000e+03,8.723716735839843750e-01
5.188000000000000000e+03,1.311398887634277344e+01
5.189000000000000000e+03,6.100349426269531250e+00
5.190000000000000000e+03,4.108671188354492188e+01
5.191000000000000000e+03,2.507307243347167969e+01
5.192000000000000000e+03,2.059432983398437500e+00
5.193000000000000000e+03,1.695420455932617188e+01
5.194000000000000000e+03,4.696784210205078125e+01
5.195000000000000000e+03,9.814834594726562500e-01
5.196000000000000000e+03,3.400487518310546875e+01
5.197000000000000000e+03,2.199123764038085938e+01
5.198000000000000000e+03,3.297760009765625000e+01
5.199000000000000000e+03,2.096395874023437500e+01
5.200000000000000000e+03,2.195032119750976562e+01
5.201000000000000000e+03,5.593668365478515625e+01
5.202000000000000000e+03,2.692304229736328125e+01
5.203000000000000000e+03,4.909402847290039062e+00
5.204000000000000000e+03,1.895763397216796875e+00
5.205000000000000000e+03,1.411787414550781250e+01
5.206000000000000000e+03,2.986848640441894531e+01
5.207000000000000000e+03,2.285484695434570312e+01
5.208000000000000000e+03,9.158790588378906250e+00
5.209000000000000000e+03,1.482756805419921875e+01
5.210000000000000000e+03,2.018606948852539062e+01
5.211000000000000000e+03,2.319971084594726562e+01
5.212000000000000000e+03,2.786651611328125000e+00
5.213000000000000000e+03,1.322698593139648438e+01
5.214000000000000000e+03,3.275937271118164062e+01
5.215000000000000000e+03,4.974573516845703125e+01
5.216000000000000000e+03,5.732095718383789062e+00
5.217000000000000000e+03,6.071845626831054688e+01
5.218000000000000000e+03,4.870481872558593750e+01
5.219000000000000000e+03,8.691177368164062500e+00
5.220000000000000000e+03,7.767753601074218750e+01
5.221000000000000000e+03,2.966390037536621094e+01
5.222000000000000000e+03,2.650260925292968750e+00
5.223000000000000000e+03,7.163661956787109375e+01
5.224000000000000000e+03,7.862298583984375000e+01
5.225000000000000000e+03,2.660934448242187500e+01
5.226000000000000000e+03,5.404296875000000000e+00
5.227000000000000000e+03,1.558206558227539062e+01
5.228000000000000000e+03,2.043157577514648438e+01
5.229000000000000000e+03,1.555478668212890625e+01
5.230000000000000000e+03,4.754114913940429688e+01
5.231000000000000000e+03,5.527509689331054688e+00
5.232000000000000000e+03,5.451387023925781250e+01
5.233000000000000000e+03,4.650022888183593750e+01
5.234000000000000000e+03,2.848659133911132812e+01
5.235000000000000000e+03,5.947295379638671875e+01
5.236000000000000000e+03,4.645931243896484375e+01
5.237000000000000000e+03,3.444567489624023438e+01
5.238000000000000000e+03,5.843203735351562500e+01
5.239000000000000000e+03,1.054183959960937500e+02
5.240000000000000000e+03,1.064047546386718750e+02
5.241000000000000000e+03,9.939112091064453125e+01
5.242000000000000000e+03,6.237747955322265625e+01
5.243000000000000000e+03,4.836383819580078125e+01
5.244000000000000000e+03,8.135020446777343750e+01
5.245000000000000000e+03,1.733656311035156250e+01
5.246000000000000000e+03,1.632292175292968750e+01
5.247000000000000000e+03,6.330928421020507812e+01
5.248000000000000000e+03,4.529564666748046875e+01
5.249000000000000000e+03,5.028200531005859375e+01
5.250000000000000000e+03,6.026836395263671875e+01
5.251000000000000000e+03,6.825473022460937500e+01
5.252000000000000000e+03,2.824108886718750000e+01
5.253000000000000000e+03,7.227449417114257812e+00
5.254000000000000000e+03,9.421380615234375000e+01
5.255000000000000000e+03,8.420017242431640625e+01
5.256000000000000000e+03,5.018653106689453125e+01
5.257000000000000000e+03,1.371728820800781250e+02
5.258000000000000000e+03,1.241592559814453125e+02
5.259000000000000000e+03,6.814561462402343750e+01
5.260000000000000000e+03,1.251319732666015625e+02
5.261000000000000000e+03,1.121183395385742188e+02
5.262000000000000000e+03,6.510469818115234375e+01
5.263000000000000000e+03,1.170910568237304688e+02
5.264000000000000000e+03,1.060774154663085938e+02
5.265000000000000000e+03,7.006378173828125000e+01
5.266000000000000000e+03,1.270501403808593750e+02
5.267000000000000000e+03,1.060364990234375000e+02
5.268000000000000000e+03,4.302286529541015625e+01
5.269000000000000000e+03,7.300922393798828125e+01
5.270000000000000000e+03,5.399558258056640625e+01
5.271000000000000000e+03,5.398194503784179688e+01
5.272000000000000000e+03,1.039683074951171875e+02
5.273000000000000000e+03,8.795466613769531250e+01
5.274000000000000000e+03,1.129410247802734375e+02
5.275000000000000000e+03,1.149273910522460938e+02
5.276000000000000000e+03,8.991374969482421875e+01
5.277000000000000000e+03,1.179001083374023438e+02
5.278000000000000000e+03,1.278864746093750000e+02
5.279000000000000000e+03,1.348728332519531250e+02
5.280000000000000000e+03,1.268591918945312500e+02
5.281000000000000000e+03,1.368455505371093750e+02
5.282000000000000000e+03,1.498319091796875000e+02
5.283000000000000000e+03,1.088182754516601562e+02
5.284000000000000000e+03,1.038046340942382812e+02
5.285000000000000000e+03,1.177910003662109375e+02
5.286000000000000000e+03,9.077735900878906250e+01
5.287000000000000000e+03,9.276371765136718750e+01
5.288000000000000000e+03,1.157500839233398438e+02
5.289000000000000000e+03,1.037364425659179688e+02
5.290000000000000000e+03,9.972280120849609375e+01
5.291000000000000000e+03,1.007091674804687500e+02
5.292000000000000000e+03,9.169552612304687500e+01
5.293000000000000000e+03,1.096818847656250000e+02
5.294000000000000000e+03,1.286682434082031250e+02
5.295000000000000000e+03,1.256546096801757812e+02
5.296000000000000000e+03,1.366409606933593750e+02
5.297000000000000000e+03,1.496273193359375000e+02
5.298000000000000000e+03,1.426136932373046875e+02
5.299000000000000000e+03,1.386000518798828125e+02
5.300000000000000000e+03,1.295864105224609375e+02
5.301000000000000000e+03,1.345727844238281250e+02
5.302000000000000000e+03,1.545591430664062500e+02
5.303000000000000000e+03,1.365455017089843750e+02
5.304000000000000000e+03,1.625318603515625000e+02
5.305000000000000000e+03,1.805182189941406250e+02
5.306000000000000000e+03,1.155045776367187500e+02
5.307000000000000000e+03,1.034909362792968750e+02
5.308000000000000000e+03,1.024773025512695312e+02
5.309000000000000000e+03,1.394636535644531250e+02
5.310000000000000000e+03,1.254500198364257812e+02
5.311000000000000000e+03,4.843638229370117188e+01
5.312000000000000000e+03,1.374227447509765625e+02
5.313000000000000000e+03,1.524091033935546875e+02
5.314000000000000000e+03,9.439546203613281250e+01
5.315000000000000000e+03,1.303818359375000000e+02
5.316000000000000000e+03,1.393681945800781250e+02
5.317000000000000000e+03,1.583545532226562500e+02
5.318000000000000000e+03,1.653409118652343750e+02
5.319000000000000000e+03,1.613272705078125000e+02
5.320000000000000000e+03,1.533136291503906250e+02
5.321000000000000000e+03,1.412999877929687500e+02
5.322000000000000000e+03,1.692863464355468750e+02
5.323000000000000000e+03,1.422727050781250000e+02
5.324000000000000000e+03,9.025907897949218750e+01
5.325000000000000000e+03,1.182454376220703125e+02
5.326000000000000000e+03,1.582317962646484375e+02
5.327000000000000000e+03,1.302181549072265625e+02
5.328000000000000000e+03,9.020451354980468750e+01
5.329000000000000000e+03,1.091908798217773438e+02
5.330000000000000000e+03,1.191772384643554688e+02
5.331000000000000000e+03,1.051636047363281250e+02
5.332000000000000000e+03,1.201499633789062500e+02
5.333000000000000000e+03,7.313632202148437500e+01
5.334000000000000000e+03,9.212268066406250000e+01
5.335000000000000000e+03,1.941090393066406250e+02
5.336000000000000000e+03,1.320953979492187500e+02
5.337000000000000000e+03,1.410817565917968750e+02
5.338000000000000000e+03,1.750681152343750000e+02
5.339000000000000000e+03,7.505448913574218750e+01
5.340000000000000000e+03,1.730408630371093750e+02
5.341000000000000000e+03,1.820272216796875000e+02
5.342000000000000000e+03,6.901357269287109375e+01
5.343000000000000000e+03,1.539999389648437500e+02
5.344000000000000000e+03,1.629862976074218750e+02
5.345000000000000000e+03,9.697265625000000000e+01
5.346000000000000000e+03,8.295901489257812500e+01
5.347000000000000000e+03,9.794537353515625000e+01
5.348000000000000000e+03,1.159317398071289062e+02
5.349000000000000000e+03,1.159180984497070312e+02
5.350000000000000000e+03,1.329044494628906250e+02
5.351000000000000000e+03,8.389082336425781250e+01
5.352000000000000000e+03,7.587718200683593750e+01
5.353000000000000000e+03,1.258635406494140625e+02
5.354000000000000000e+03,1.378498992919921875e+02
5.355000000000000000e+03,1.358362731933593750e+02
5.356000000000000000e+03,1.188226242065429688e+02
5.357000000000000000e+03,1.358089904785156250e+02
5.358000000000000000e+03,1.427953491210937500e+02
5.359000000000000000e+03,1.347817077636718750e+02
5.360000000000000000e+03,1.397680664062500000e+02
5.361000000000000000e+03,1.237544250488281250e+02
5.362000000000000000e+03,1.237407913208007812e+02
5.363000000000000000e+03,1.537271423339843750e+02
5.364000000000000000e+03,1.457135009765625000e+02
5.365000000000000000e+03,1.306998748779296875e+02
5.366000000000000000e+03,1.076862335205078125e+02
5.367000000000000000e+03,6.267259216308593750e+01
5.368000000000000000e+03,9.065895080566406250e+01
5.369000000000000000e+03,9.564531707763671875e+01
5.370000000000000000e+03,1.176316757202148438e+02
5.371000000000000000e+03,1.336180419921875000e+02
5.372000000000000000e+03,7.060440063476562500e+01
5.373000000000000000e+03,1.155907592773437500e+02
5.374000000000000000e+03,1.195771179199218750e+02
5.375000000000000000e+03,7.756347656250000000e+01
5.376000000000000000e+03,9.354984283447265625e+01
5.377000000000000000e+03,1.205362014770507812e+02
5.378000000000000000e+03,1.735225524902343750e+02
5.379000000000000000e+03,1.275089263916015625e+02
5.380000000000000000e+03,1.344952850341796875e+02
5.381000000000000000e+03,1.644816589355468750e+02
5.382000000000000000e+03,1.064680099487304688e+02
5.383000000000000000e+03,1.144543685913085938e+02
5.384000000000000000e+03,1.244407272338867188e+02
5.385000000000000000e+03,1.224270935058593750e+02
5.386000000000000000e+03,8.641345214843750000e+01
5.387000000000000000e+03,6.939981079101562500e+01
5.388000000000000000e+03,1.113861770629882812e+02
5.389000000000000000e+03,9.837253570556640625e+01
5.390000000000000000e+03,8.835889434814453125e+01
5.391000000000000000e+03,8.934526062011718750e+01
5.392000000000000000e+03,8.733161926269531250e+01
5.393000000000000000e+03,1.103179779052734375e+02
5.394000000000000000e+03,9.730433654785156250e+01
5.395000000000000000e+03,8.929069519042968750e+01
5.396000000000000000e+03,1.442770690917968750e+02
5.397000000000000000e+03,1.222634201049804688e+02
5.398000000000000000e+03,9.724978637695312500e+01
5.399000000000000000e+03,1.442361450195312500e+02
5.400000000000000000e+03,1.562225036621093750e+02
5.401000000000000000e+03,1.712088623046875000e+02
5.402000000000000000e+03,1.381952209472656250e+02
5.403000000000000000e+03,8.918158721923828125e+01
5.404000000000000000e+03,8.516795349121093750e+01
5.405000000000000000e+03,1.031543121337890625e+02
5.406000000000000000e+03,9.414067077636718750e+01
5.407000000000000000e+03,8.012702941894531250e+01
5.408000000000000000e+03,1.111133956909179688e+02
5.409000000000000000e+03,8.409975433349609375e+01
5.410000000000000000e+03,7.208611297607421875e+01
5.411000000000000000e+03,8.707247924804687500e+01
5.412000000000000000e+03,8.005883789062500000e+01
5.413000000000000000e+03,9.104519653320312500e+01
5.414000000000000000e+03,1.010315551757812500e+02
5.415000000000000000e+03,1.250179214477539062e+02
5.416000000000000000e+03,1.350042724609375000e+02
5.417000000000000000e+03,1.189906387329101562e+02
5.418000000000000000e+03,1.309769897460937500e+02
5.419000000000000000e+03,1.539633636474609375e+02
5.420000000000000000e+03,1.319497222900390625e+02
5.421000000000000000e+03,1.359360809326171875e+02
5.422000000000000000e+03,1.499224548339843750e+02
5.423000000000000000e+03,8.990880584716796875e+01
5.424000000000000000e+03,7.389517211914062500e+01
5.425000000000000000e+03,1.118815307617187500e+02
5.426000000000000000e+03,1.198678894042968750e+02
5.427000000000000000e+03,1.048542480468750000e+02
5.428000000000000000e+03,7.484060668945312500e+01
5.429000000000000000e+03,8.882697296142578125e+01
5.430000000000000000e+03,1.148133316040039062e+02
5.431000000000000000e+03,3.579969406127929688e+01
5.432000000000000000e+03,2.378605270385742188e+01
5.433000000000000000e+03,9.977241516113281250e+01
5.434000000000000000e+03,6.975877380371093750e+01
5.435000000000000000e+03,7.074513244628906250e+01
5.436000000000000000e+03,1.347315063476562500e+02
5.437000000000000000e+03,1.107178573608398438e+02
5.438000000000000000e+03,7.570422363281250000e+01
5.439000000000000000e+03,8.769058227539062500e+01
5.440000000000000000e+03,1.176769409179687500e+02
5.441000000000000000e+03,8.966329956054687500e+01
5.442000000000000000e+03,8.664965820312500000e+01
5.443000000000000000e+03,1.596360168457031250e+02
5.444000000000000000e+03,8.662239074707031250e+01
5.445000000000000000e+03,6.260874557495117188e+01
5.446000000000000000e+03,9.659510803222656250e+01
5.447000000000000000e+03,1.458146858215332031e+01
5.448000000000000000e+03,4.256782913208007812e+01
5.449000000000000000e+03,7.255419158935546875e+01
5.450000000000000000e+03,6.054055023193359375e+01
5.451000000000000000e+03,6.452691650390625000e+01
5.452000000000000000e+03,6.751327514648437500e+01
5.453000000000000000e+03,9.249963378906250000e+01
5.454000000000000000e+03,4.248599243164062500e+01
5.455000000000000000e+03,4.547235488891601562e+01
5.456000000000000000e+03,8.245871734619140625e+01
5.457000000000000000e+03,2.444507598876953125e+01
5.458000000000000000e+03,2.743143844604492188e+01
5.459000000000000000e+03,1.024178009033203125e+02
5.460000000000000000e+03,1.014041595458984375e+02
5.461000000000000000e+03,9.039051818847656250e+01
5.462000000000000000e+03,9.537687683105468750e+01
5.463000000000000000e+03,5.636324310302734375e+01
5.464000000000000000e+03,6.634960174560546875e+01
5.465000000000000000e+03,5.933596420288085938e+01
5.466000000000000000e+03,2.632232475280761719e+01
5.467000000000000000e+03,9.308687210083007812e+00
5.468000000000000000e+03,2.429504776000976562e+01
5.469000000000000000e+03,1.042814102172851562e+02
5.470000000000000000e+03,5.226776885986328125e+01
5.471000000000000000e+03,2.725412940979003906e+01
5.472000000000000000e+03,6.424049377441406250e+01
5.473000000000000000e+03,9.226852416992187500e+00
5.474000000000000000e+03,6.721321105957031250e+01
5.475000000000000000e+03,8.119956970214843750e+01
5.476000000000000000e+03,4.418593597412109375e+01
5.477000000000000000e+03,7.917229461669921875e+01
5.478000000000000000e+03,6.915866088867187500e+01
5.479000000000000000e+03,8.714501953125000000e+01
5.480000000000000000e+03,1.051313781738281250e+02
5.481000000000000000e+03,7.511773681640625000e+01
5.482000000000000000e+03,6.810409545898437500e+01
5.483000000000000000e+03,7.209046173095703125e+01
5.484000000000000000e+03,5.007682037353515625e+01
5.485000000000000000e+03,6.206318283081054688e+01
5.486000000000000000e+03,7.104954528808593750e+01
5.487000000000000000e+03,2.403590393066406250e+01
5.488000000000000000e+03,4.602226638793945312e+01
5.489000000000000000e+03,4.100862884521484375e+01
5.490000000000000000e+03,5.005012512207031250e+00
5.491000000000000000e+03,1.798134803771972656e+01
5.492000000000000000e+03,3.967708587646484375e+00
5.493000000000000000e+03,3.495407104492187500e+01
5.494000000000000000e+03,8.194042968750000000e+01
5.495000000000000000e+03,1.292679214477539062e+01
5.496000000000000000e+03,3.086845397949218750e+00
5.497000000000000000e+03,5.489951324462890625e+01
5.498000000000000000e+03,2.288587570190429688e+01
5.499000000000000000e+03,6.872236251831054688e+00
5.500000000000000000e+03,7.685859680175781250e+01
5.501000000000000000e+03,6.184495544433593750e+01
5.502000000000000000e+03,3.783131790161132812e+01
5.503000000000000000e+03,4.581768035888671875e+01
5.504000000000000000e+03,8.195960998535156250e+00
5.505000000000000000e+03,2.220959854125976562e+01
5.506000000000000000e+03,1.077676200866699219e+01
5.507000000000000000e+03,1.236877441406250000e+00
5.508000000000000000e+03,1.125051498413085938e+01
5.509000000000000000e+03,4.735845565795898438e+00
5.510000000000000000e+03,1.327779388427734375e+01
5.511000000000000000e+03,2.129143142700195312e+01
5.512000000000000000e+03,4.305072784423828125e+00
5.513000000000000000e+03,4.318710327148437500e+00
5.514000000000000000e+03,1.533235168457031250e+01
5.515000000000000000e+03,2.334598922729492188e+01
5.516000000000000000e+03,3.335962677001953125e+01
5.517000000000000000e+03,1.637326812744140625e+01
5.518000000000000000e+03,3.761309432983398438e+01
5.519000000000000000e+03,2.959945487976074219e+01
5.520000000000000000e+03,7.585815429687500000e+00
5.521000000000000000e+03,2.057217597961425781e+01
5.522000000000000000e+03,1.441463470458984375e+00
5.523000000000000000e+03,7.544897079467773438e+00
5.524000000000000000e+03,1.953125762939453125e+01
5.525000000000000000e+03,2.148237991333007812e+01
5.526000000000000000e+03,6.249601745605468750e+01
5.527000000000000000e+03,5.450965881347656250e+01
5.528000000000000000e+03,1.152329635620117188e+01
5.529000000000000000e+03,3.453693389892578125e+01
5.530000000000000000e+03,4.255057525634765625e+01
5.531000000000000000e+03,1.056421279907226562e+01
5.532000000000000000e+03,6.057785034179687500e+01
5.533000000000000000e+03,5.059149169921875000e+01
5.534000000000000000e+03,2.960513305664062500e+01
5.535000000000000000e+03,6.861877441406250000e+01
5.536000000000000000e+03,1.463241195678710938e+01
5.537000000000000000e+03,1.464604949951171875e+01
5.538000000000000000e+03,6.596870422363281250e-01
5.539000000000000000e+03,4.432667160034179688e+01
5.540000000000000000e+03,2.768696594238281250e+01
5.541000000000000000e+03,7.700607299804687500e+00
5.542000000000000000e+03,6.714244842529296875e+00
5.543000000000000000e+03,5.572788238525390625e+01
5.544000000000000000e+03,1.874152374267578125e+01
5.545000000000000000e+03,2.275516128540039062e+01
5.546000000000000000e+03,2.676880264282226562e+01
5.547000000000000000e+03,4.478244018554687500e+01
5.548000000000000000e+03,4.079608154296875000e+01
5.549000000000000000e+03,2.580971908569335938e+01
5.550000000000000000e+03,1.098233566284179688e+02
5.551000000000000000e+03,1.228369979858398438e+02
5.552000000000000000e+03,6.385063171386718750e+01
5.553000000000000000e+03,4.586427307128906250e+01
5.554000000000000000e+03,2.587791442871093750e+01
5.555000000000000000e+03,1.289155197143554688e+01
5.556000000000000000e+03,1.690519332885742188e+01
5.557000000000000000e+03,3.991883087158203125e+01
5.558000000000000000e+03,3.393247222900390625e+01
5.559000000000000000e+03,9.461097717285156250e-01
5.560000000000000000e+03,3.095974731445312500e+01
5.561000000000000000e+03,8.026613235473632812e+00
5.562000000000000000e+03,3.401297378540039062e+01
5.563000000000000000e+03,3.500066375732421875e+01
5.564000000000000000e+03,1.001430511474609375e+01
5.565000000000000000e+03,2.502794265747070312e+01
5.566000000000000000e+03,8.104158020019531250e+01
5.567000000000000000e+03,3.605522155761718750e+01
5.568000000000000000e+03,6.886100769042968750e-02
5.569000000000000000e+03,2.308250045776367188e+01
5.570000000000000000e+03,5.309613800048828125e+01
5.571000000000000000e+03,4.410977935791015625e+01
5.572000000000000000e+03,7.123416900634765625e+00
5.573000000000000000e+03,2.513705444335937500e+01
5.574000000000000000e+03,5.415069580078125000e+01
5.575000000000000000e+03,2.164333343505859375e+00
5.576000000000000000e+03,1.822027206420898438e+00
5.577000000000000000e+03,7.191612243652343750e+00
5.578000000000000000e+03,4.479474639892578125e+01
5.579000000000000000e+03,1.478110885620117188e+01
5.580000000000000000e+03,7.767471313476562500e+00
5.581000000000000000e+03,3.175383186340332031e+01
5.582000000000000000e+03,2.598075866699218750e-01
5.583000000000000000e+03,1.127344512939453125e+01
5.584000000000000000e+03,1.428708648681640625e+01
5.585000000000000000e+03,5.699275970458984375e+00
5.586000000000000000e+03,2.668563652038574219e+01
5.587000000000000000e+03,1.467199707031250000e+01
5.588000000000000000e+03,3.234164428710937500e+01
5.589000000000000000e+03,4.235527801513671875e+01
5.590000000000000000e+03,2.363108062744140625e+01
5.591000000000000000e+03,6.617441177368164062e+00
5.592000000000000000e+03,2.339619827270507812e+01
5.593000000000000000e+03,2.259016227722167969e+01
5.594000000000000000e+03,5.576522827148437500e+00
5.595000000000000000e+03,3.562883377075195312e+00
5.596000000000000000e+03,6.954924011230468750e+01
5.597000000000000000e+03,4.753560638427734375e+01
5.598000000000000000e+03,2.152196693420410156e+01
5.599000000000000000e+03,6.250832748413085938e+01
5.600000000000000000e+03,3.149468803405761719e+01
5.601000000000000000e+03,7.481050491333007812e+00
5.602000000000000000e+03,5.446741104125976562e+01
5.603000000000000000e+03,5.645377349853515625e+01
5.604000000000000000e+03,4.401321411132812500e-01
5.605000000000000000e+03,6.426492691040039062e+00
5.606000000000000000e+03,5.241285705566406250e+01
5.607000000000000000e+03,3.600784301757812500e+00
5.608000000000000000e+03,2.361442184448242188e+01
5.609000000000000000e+03,2.371936798095703125e+00
5.610000000000000000e+03,7.641700744628906250e+00
5.611000000000000000e+03,3.446598052978515625e-01
5.612000000000000000e+03,3.331020355224609375e+00
5.613000000000000000e+03,3.931738281250000000e+01
5.614000000000000000e+03,2.630374145507812500e+01
5.615000000000000000e+03,2.229010391235351562e+01
5.616000000000000000e+03,7.227645874023437500e+01
5.617000000000000000e+03,8.262825012207031250e+00
5.618000000000000000e+03,4.124918365478515625e+01
5.619000000000000000e+03,8.223554992675781250e+01
5.620000000000000000e+03,1.422190666198730469e+01
5.621000000000000000e+03,8.220826721191406250e+01
5.622000000000000000e+03,5.119462966918945312e+01
5.623000000000000000e+03,7.819011688232421875e+00
5.624000000000000000e+03,6.216735076904296875e+01
5.625000000000000000e+03,2.915371131896972656e+01
5.626000000000000000e+03,1.414007377624511719e+01
5.627000000000000000e+03,2.312643432617187500e+01
5.628000000000000000e+03,5.112794876098632812e+00
5.629000000000000000e+03,5.099155426025390625e+00
5.630000000000000000e+03,1.908551788330078125e+01
5.631000000000000000e+03,4.107187652587890625e+01
5.632000000000000000e+03,1.105823898315429688e+01
5.633000000000000000e+03,3.304459762573242188e+01
5.634000000000000000e+03,3.503096008300781250e+01
5.635000000000000000e+03,1.801732254028320312e+01
5.636000000000000000e+03,6.000368118286132812e+01
5.637000000000000000e+03,2.990043640136718750e+00
5.638000000000000000e+03,1.797640419006347656e+01
5.639000000000000000e+03,9.196276855468750000e+01
5.640000000000000000e+03,5.794912719726562500e+01
5.641000000000000000e+03,6.193548583984375000e+01
5.642000000000000000e+03,6.792184448242187500e+01
5.643000000000000000e+03,6.190821075439453125e+01
5.644000000000000000e+03,5.289456939697265625e+01
5.645000000000000000e+03,1.388092994689941406e+01
5.646000000000000000e+03,3.886729049682617188e+01
5.647000000000000000e+03,4.785365295410156250e+01
5.648000000000000000e+03,8.840013504028320312e+00
5.649000000000000000e+03,8.263740539550781250e-01
5.650000000000000000e+03,1.281273460388183594e+01
5.651000000000000000e+03,3.479909515380859375e+01
5.652000000000000000e+03,4.578545761108398438e+01
